123958,"Sapori Dolci LTD","UNCLE SAMS BAR, 438 KINGSLAND ROAD, Hackney, London","E8 4AA",622675,-5527598,,,Hackney
124023,"Shoreditch House","Shoreditch House, Ebor Street, Hackney, London","E1 6AW",533558,182334,51.524137,-0.076236,Hackney
124048,"Sink Pong","2 Paul Street, Hackney, London","EC2A 4JH",533018,182151,51.522620,-0.084084,Hackney
124067,"Smoking Goat","64 Shoreditch High Street, Hackney, London","E1 6JJ",533558,182334,51.524136,-0.076236,Hackney
124075,"Social Club","6 Clarence Road, Hackney, London","E5 8HB",534931,185340,51.550833,-0.055305,Hackney
124102,"Spread Eagle","3 Kingsland Road, Hackney, London","E2 8AA",533408,182810,51.528450,-0.078216,Hackney
124274,"The Acorn","The Acorn, 149 Queensbridge Road, Hackney, London","E2 8PB",533934,183541,51.534905,-0.070364,Hackney
124275,"The Adam & Eve","The Adam And Eve, 155 Homerton High Street, Hackney, London","E9 6AS",535957,185154,51.548906,-0.040589,Hackney
124276,"The Albion","The Albion, 36 Lauriston Road, London","E9 7EU",535464,184288,51.541243,-0.048028,Hackney
124277,"The Albion Pub","The Albion, 94 Goldsmiths Row, Hackney, London","E2 8QY",622675,-5527598,,,Hackney
124279,"The Anchor & Hope","The Anchor And Hope, 15 High Hill Ferry, London","E5 9HG",535089,187242,51.567869,-0.052299,Hackney
124283,"The Axe","The Cricketers, 18 Northwold Road, Hackney, London","N16 7HR",533724,186650,51.562883,-0.072206,Hackney
124288,"The Barley Mow","The Barley Mow, 127 Curtain Road, Hackney, London","EC2A 3BX",533244,182558,51.526224,-0.080674,Hackney
124292,"The Baxters Court","Baxter Court, 282 Mare Street, Hackney, London","E8 1HE",534960,184627,51.544410,-0.055161,Hackney
124293,"The Beehive","The Beehive, 36 New North Road, Hackney, London","N1 6TE",532841,183174,51.531857,-0.086253,Hackney
124297,"The Birdcage","The Birdcage Public House, 58 Stamford Hill, Hackney, London","N16 6XS",622675,-5527598,,,Hackney
124308,"The Book Club","100-106 Leonard Street, Hackney, London","EC2A 4RH",533192,182369,51.524538,-0.081495,Hackney
124313,"The Brewery Tap","The Brewery Tap, 525 Kingsland Road, Hackney, London","E8 4AR",533502,184720,51.545592,-0.076138,Hackney
124314,"The Bricklayers Arms","The Bricklayers Arms, 63 Charlotte Road, Hackney, London","EC2A 3PE",533213,182567,51.526312,-0.081118,Hackney
124317,"The Brownswood Park Tavern","The Castle, 271 Green Lanes, Hackney, London","N4 2EX",532285,186757,51.564183,-0.092913,Hackney
124328,"The Cat & Mutton","The Cat And Mutton, 76 Broadway Market, Hackney, London","E8 4QJ",534536,183745,51.536594,-0.061622,Hackney
124332,"The Clapton Hart","Clapton Hart, 231 LOWER CLAPTON ROAD, HACKNEY, LONDON","E5 8EG",534862,185995,51.556726,-0.056064,Hackney
124335,"The Cock Tavern","The Cock Tavern, 315 Mare Street, Hackney, London","E8 1EJ",534937,184817,51.546122,-0.055420,Hackney
124347,"The Corner Shop","123 Shoreditch High Street, Hackney, London","E1 6JE",533409,182585,51.526428,-0.078287,Hackney
124350,"The Crooked Billet","The Crooked Billet, 84 Upper Clapton Road, Hackney, London","E5 9JP",534787,186503,51.561309,-0.056936,Hackney
124360,"The Dolphin","The Dolphin, 165 Mare Street, London","E8 3RH",534876,184083,51.539541,-0.056580,Hackney
124363,"The Dove Freehouse and Kitchen","The Dove, 24-28 Broadway Market, Hackney, London","E8 4QJ",534531,183721,51.536371,-0.061693,Hackney
124367,"The Duke of Richmond","316 Queensbridge Road, Hackney, London","E8 3NH",533959,184436,51.542934,-0.069659,Hackney
124368,"The Duke Of Wellington","90 Morning Lane, Hackney, London","E9 6NA",535218,184899,51.546793,-0.051342,Hackney
124369,"The Duke of Wellington","Duke Of Wellington, 119 Balls Pond Road, Hackney, London","N1 4BL",533229,184785,51.546240,-0.080048,Hackney
124370,"The Duke of Wellington","The Duke Of Wellington, 71 Nile Street, Hackney, London","N1 7RD",532730,182912,51.529527,-0.087936,Hackney
124371,"The Eagle","The Eagle, 2 Shepherdess Walk, Hackney, London","N1 7LB",532474,182808,51.528653,-0.091678,Hackney
124372,"The Eagle","The Eagle, 103 Wick Road, Hackney, London","E9 5AE",535909,184765,51.545423,-0.041434,Hackney
124374,"The Elderfield","57 Elderfield Road, Hackney, London","E5 0LF",535522,185674,51.553692,-0.046658,Hackney
124379,"The Finsbury","Finsbury Park Hotel, 336 Green Lanes, Hackney, London","N4 1BY",532024,187610,51.571910,-0.096356,Hackney
124386,"The Flying Horse","The Flying Horse, 52 Wilson Street, Hackney, London","EC2A 2ER",532960,181913,51.520494,-0.085008,Hackney
124390,"The Fox Public House","28 Paul Street, Hackney, London","EC2A 4LB",533002,182245,51.523474,-0.084281,Hackney
124396,"The Globe","The Globe, 20 Morning Lane, Hackney, London","E9 6NA",535052,184795,51.545899,-0.053776,Hackney
124404,"The Grapevine","90 Oldhill Street, Hackney, London","N16 6NA",534153,187305,51.568658,-0.065771,Hackney
124409,"The Griffin","93 Leonard Street, Hackney, London","EC2A 4RD",533156,182403,51.524853,-0.082005,Hackney
124414,"The Gun Public House","The Gun, 235 Well Street, Hackney, London","E9 6RG",535524,184657,51.544553,-0.047020,Hackney
124415,"The Haggerston","The Haggerston, 438 Kingsland Road, Hackney, London","E8 4AA",533525,184268,51.541533,-0.075978,Hackney
124421,"The Hemingway Pub","The Hemmingway, 84 Victoria Park Road, Hackney, London","E9 7JL",535505,183869,51.537467,-0.047612,Hackney
124426,"The Horse And Groom","The Horse And Groom, 28 Curtain Road, Hackney, London","EC2A 3NZ",533275,182199,51.522990,-0.080363,Hackney
124428,"The Hunter S Pub","The Perseverance, 194 Southgate Road, Hackney, London","N1 3HT",532994,184747,51.545965,-0.083453,Hackney
124435,"The Kenton","The Kenton Arms, 38 Kenton Road, Hackney, London","E9 7AB",535724,184597,51.543957,-0.044162,Hackney
124436,"The Kings Head","The Kings Head, 257 Kingsland Road, Hackney, London","E2 8AS",533461,183589,51.535439,-0.077147,Hackney
124437,"The Kingsland","37 Kingsland High Street, Hackney, London","E8 2JS",533532,184928,51.547462,-0.075629,Hackney
124440,"The Lauriston Pub","162 Victoria Park Road, Hackney, London","E9 7JN",535672,183920,51.537888,-0.045174,Hackney
124442,"The LightHouse","66-68 Rivington Street, Hackney, London","EC2A 3AY",533365,182606,51.526627,-0.078913,Hackney
124446,"The Londesborough","The Londesborough Public House, 36 Barbauld Road, Hackney, London","N16 0SS",533154,186048,51.557610,-0.080650,Hackney
124449,"The London Tavern","The London Tavern, 92 Rendlesham Road, Hackney, London","E5 8PA",534372,186251,51.559152,-0.063015,Hackney
124450,"The Macbeth","The Macbeth, 70 Hoxton Street, London","N1 6LP",533269,183013,51.530307,-0.080142,Hackney
124466,"The Nest","36-44 Stoke Newington Road, Hackney, London","N16 7XJ",533583,185412,51.551792,-0.074713,Hackney
124468,"The Old Blue Last","38 Great Eastern Street, Hackney, London","EC2A 3ES",533291,182354,51.524380,-0.080075,Hackney
124477,"The Pembury Tavern","90 Amhurst Road, Hackney, London","E8 1JH",534666,185174,51.549396,-0.059193,Hackney
124478,"The Pembury Tavern","90 Amhurst Road, Hackney, London","E8 1JH",534666,185174,51.549396,-0.059193,Hackney
124488,"The Prince","The Prince Of Wales, 59 Kynaston Road, Hackney, London","N16 0EB",533307,186323,51.560051,-0.078341,Hackney
124490,"The Prince Edward","The Prince Edward, 97 Wick Road, Hackney, London","E9 5AB",622675,-5527598,,,Hackney
124491,"The Princess Of Shoreditch","The Princess Royal Public Hous, 76-78 Paul Street, Hackney, London","EC2A 4NE",622675,-5527598,,,Hackney
124495,"The Rainbow Sports Bar","72 Shoreditch High Street, Hackney, London","E1 6JJ",533512,182390,51.524652,-0.076867,Hackney
124504,"The Scolt Head","The Scolt Head, 107a Culford Road, Hackney, London","N1 4HT",533129,184518,51.543874,-0.081590,Hackney
124507,"The Shakespeare","The Shakespeare, 57 Allen Road, Hackney, London","N16 8RY",533055,185817,51.555555,-0.082166,Hackney
124512,"The Spread Eagle (RDHC Ltd)","224 Homerton High Street, Hackney, London","E9 6AS",535957,185154,51.548906,-0.040589,Hackney
124513,"The Stags Head","The Stags Head, 55 Orsman Road, Hackney, London","N1 5RA",533345,183666,51.536157,-0.078800,Hackney
124518,"The Talbot","The Talbot, 109 Mortimer Road, Hackney, London","N1 4JY",533296,184421,51.542962,-0.079220,Hackney
124521,"The Three Compasses","99 Dalston Lane, Hackney, London","E8 1NH",534062,185047,51.548397,-0.067943,Hackney
124526,"The Turnpike","Turnpike House, 270 Stamford Hill, Hackney, London","N16 6TY",533712,187991,51.574929,-0.071874,Hackney
124532,"The Victoria","The Victoria, 451 Queensbridge Road, Hackney, London","E8 3AS",533924,184747,51.545744,-0.070050,Hackney
124536,"The Wenlock Arms","The Wenlock Arms, 26 Wenlock Road, Hackney, London","N1 7TA",532305,183110,51.531414,-0.093994,Hackney
124537,"The Wheatsheaf","The Wheatsheaf, 6 Windus Road, Hackney, London","N16 6UP",533716,187005,51.566067,-0.072191,Hackney
124538,"The Wheatsheaf Public House","The Wheatsheaf, 6 Windus Road, Hackney, London","N16 6UP",533716,187005,51.566067,-0.072191,Hackney
124539,"The White Hart","White Hart, 69 Stoke Newington High Street, Hackney, London","N16 8EL",622675,-5527598,,,Hackney
124540,"The White Horse","The White Horse, 153-155 Hoxton Street, Hackney, London","N1 6PJ",622675,-5527598,,,Hackney
124541,"The White Horse","The White Horse, 64 Shoreditch High Street, Hackney, London","E1 6JJ",533558,182334,51.524137,-0.076236,Hackney
124547,"The Wishing Well","The Crown, 418 Mare Street, Hackney, London","E8 1HP",534993,185194,51.549498,-0.054472,Hackney
124562,Tiger,"The Tiger Public House, Wick Road, Hackney, London","E9 5AF",536106,184761,51.545341,-0.038597,Hackney
124589,Trafik,"331 Old Street, Hackney, London","EC1V 9LE",533243,182660,51.527141,-0.080650,Hackney
124590,Trafik,"40 Hoxton Square, Hackney, London","N1 6PB",533186,182659,51.527145,-0.081472,Hackney
124617,"Turkish Social Club","114 Green Lanes, Hackney, London","N16 9EH",532573,185728,51.554869,-0.089148,Hackney
124681,VFD,"66 Stoke Newington Road, Hackney, London","N16 7XB",533585,185507,51.552653,-0.074643,Hackney
124696,"Viktor Wynd Limited T/A The Last Tuesday Society","11 Mare Street, Hackney, London","E8 4RP",534824,183558,51.534844,-0.057529,Hackney
124701,"Village Tap","235 Victoria Park Road, Hackney, London","E9 7HD",535757,183979,51.538396,-0.043928,Hackney
124710,"Visons Banqueting Suite","588a Kingsland Road, Hackney, London","E8 4AH",533547,184755,51.545897,-0.075466,Hackney
124721,"Vortex Jazz Club","11 Gillett Square, Hackney, London","N16 8AZ",533467,185067,51.548718,-0.076511,Hackney
124760,"William IV","The William Iv, 7 Shepherdess Walk, Hackney, London","N1 7QE",532400,182997,51.530369,-0.092673,Hackney
124766,"Windsor Castle","The Windsor Castle, 135 Lower Clapton Road, Hackney, London","E5 8EQ",534937,185811,51.555063,-0.055052,Hackney
124786,Wolfies,"51a, 51 Greenwood Road, Hackney, London","E8 1NT",534292,184914,51.547148,-0.064679,Hackney
124807,"Ye Old Axe","Ye Olde Axe, 69 Hackney Road, Hackney, London","E2 8ET",533590,182900,51.529215,-0.075560,Hackney
124808,"Ye Olde Pub Company Ltd","181 Clarence Road, Hackney, London","E5 8EE",534855,185883,51.555722,-0.056197,Hackney
124830,"Yucatan Bar","The Rumours, 121 Stoke Newington Road, Hackney, London","N16 8BT",533562,185872,51.555931,-0.074841,Hackney
